2023-05-30 13:12:00.661 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2023-05-30 13:12:00.670 [main] INFO  com.eccentric.tranding.TrandingPlatformApplication - Started TrandingPlatformApplication in 2.071 seconds (JVM running for 2.438)
2023-05-30 13:12:08.960 [http-nio-8080-exec-2] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-05-30 13:12:08.961 [http-nio-8080-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-05-30 13:12:08.963 [http-nio-8080-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 2 ms
2023-05-30 13:12:09.009 [http-nio-8080-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2023-05-30 13:12:09.111 [http-nio-8080-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2023-05-30 13:12:09.117 [http-nio-8080-exec-2] DEBUG c.e.tranding.mappers.UserMapper.getUserByPhone - ==>  Preparing: select * from user where phone = ?
2023-05-30 13:12:09.132 [http-nio-8080-exec-2] DEBUG c.e.tranding.mappers.UserMapper.getUserByPhone - ==> Parameters: admin(String)
2023-05-30 13:12:09.149 [http-nio-8080-exec-2] DEBUG c.e.tranding.mappers.UserMapper.getUserByPhone - <==      Total: 1
2023-05-30 13:12:09.152 [http-nio-8080-exec-2] DEBUG c.e.tranding.mappers.RoleMapper.getRoleById - ==>  Preparing: select * from role where role_id = ?
2023-05-30 13:12:09.152 [http-nio-8080-exec-2] DEBUG c.e.tranding.mappers.RoleMapper.getRoleById - ==> Parameters: 1(Integer)
2023-05-30 13:12:09.153 [http-nio-8080-exec-2] DEBUG c.e.tranding.mappers.RoleMapper.getRoleById - <==      Total: 1
2023-05-30 13:12:09.154 [http-nio-8080-exec-2] DEBUG c.e.tranding.mappers.ModuleMapper.getModuleByUrl - ==>  Preparing: select * from module where url = ?
